ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
avar-193_puppyofdog-1,,avar,193_puppyofdog,тарaщ,тарaщ,т а р a <?>,,lexcauc,,,^т а р a щ$,default
avar-193_puppyofdog-2,,avar,193_puppyofdog,когӀо,когӀо,<?> <?> <?> <?> <?>,,lexcauc,,,^к о г Ӏ о$,default
avar-194_hare-1,,avar,194_hare,гӀанкӀ,гӀанкӀ,<?> <?> а <?> <?> <?>,,lexcauc,,,^г Ӏ а н к Ӏ$,default
avar-195_cat-1,,avar,195_cat,кeту,кeту,<?> e т <?>,,lexcauc,,,^к e т у$,default
avar-196_mouse-1,,avar,196_mouse,гӀункӀкӀ,гӀункӀкӀ,<?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^г Ӏ у н к Ӏ к Ӏ$,default
avar-197_rat-1,,avar,197_rat,кӀудияб гӀункӀкӀ,кӀудияб гӀункӀкӀ,<?> <?> <?> <?> <?> <?> <?> + <?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^к Ӏ у д и я б + г Ӏ у н к Ӏ к Ӏ$,default
avar-198_badger-1,,avar,198_badger,бaкьуч,бaкьуч,<?> a <?> <?> <?> <?>,,lexcauc,,,^б a к ь у ч$,default
avar-199_marten-1,,avar,199_marten,цакьy,цакьy,<?> а <?> <?> y,,lexcauc,,,^ц а к ь y$,default
avar-200_squirrel-1,,avar,200_squirrel,гвангвa,гвангвa,<?> <?> а <?> <?> <?> a,,lexcauc,,,^г в а н г в a$,default
avar-201_hedgehog-1,,avar,201_hedgehog,гӀужрyкъ,гӀужрyкъ,<?> <?> <?> <?> р y <?> <?>,,lexcauc,,,^г Ӏ у ж р y к ъ$,default
avar-202_fish-1,,avar,202_fish,ччугӀa,ччугӀa,<?> <?> <?> <?> a,,lexcauc,,,^чч у г Ӏ a$,default
avar-203_wolf-1,,avar,203_wolf,бацӀ,бацӀ,<?> а <?> <?>,,lexcauc,,,^б а ц Ӏ$,default
avar-204_bear-1,,avar,204_bear,ци,ци,<?> <?>,,lexcauc,,,^ц и$,default
avar-205_fox-1,,avar,205_fox,цер,цер,<?> е р,,lexcauc,,,^ц е р$,default
avar-206_deer-1,,avar,206_deer,ритӀучӀ,ритӀучӀ,р <?> т <?> <?> <?> <?>,,lexcauc,,,^р и т Ӏ у ч Ӏ$,default
avar-208_roe-1,,avar,208_roe,багӀнaс,багӀнaс,<?> а <?> <?> <?> a <?>,,lexcauc,,,^б а г Ӏ н a с$,default
avar-209_camel-1,,avar,209_camel,варaни,варaни,<?> а р a <?> <?>,,lexcauc,,,^в а р a н и$,default
avar-210_louse-1,,avar,210_louse,нацӀцӀ,нацӀцӀ,<?> а <?> <?> <?> <?>,,lexcauc,,,^н а ц Ӏ ц Ӏ$,default
avar-211_nit-1,,avar,211_nit,тӀипa,тӀипa,т <?> <?> <?> a,,lexcauc,,,^т Ӏ и п a$,default
avar-212_flea-1,,avar,212_flea,чӀетӀ,чӀетӀ,<?> <?> е т <?>,,lexcauc,,,^ч Ӏ е т Ӏ$,default
avar-213_leech-1,,avar,213_leech,гурeнж,гурeнж,<?> <?> р e <?> <?>,,lexcauc,,,^г у р e н ж$,default
avar-214_ant-1,,avar,214_ant,цӀцӀyнцӀцӀра,цӀцӀyнцӀцӀра,<?> <?> <?> <?> y <?> <?> <?> <?> <?> р а,,lexcauc,,,^ц Ӏ ц Ӏ y н ц Ӏ ц Ӏ р а$,default
avar-215_gadfly-1,,avar,215_gadfly,нeца,нeца,<?> e <?> а,,lexcauc,,,^н e ц а$,default
avar-215_gadfly-2,,avar,215_gadfly,никӀкӀ,никӀкӀ,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^н и к Ӏ к Ӏ$,default
avar-216_moth-1,,avar,216_moth,иц,иц,<?> <?>,,lexcauc,,,^и ц$,default
avar-217_mite-1,,avar,217_mite,хьвенцӀ,хьвенцӀ,<?> <?> <?> е <?> <?> <?>,,lexcauc,,,^х ь в е н ц Ӏ$,default
avar-217_mite-2,,avar,217_mite,жинжра,жинжра,<?> <?> <?> <?> р а,,lexcauc,,,^ж и н ж р а$,default
avar-218_bedbug-1,,avar,218_bedbug,хъaнхъра,хъaнхъра,<?> <?> a <?> <?> <?> р а,,lexcauc,,,^х ъ a н х ъ р а$,default
avar-219_spider-1,,avar,219_spider,хъaнхъра,хъaнхъра,<?> <?> a <?> <?> <?> р а,,lexcauc,,,^х ъ a н х ъ р а$,default
avar-220_spiderweb-1,,avar,220_spiderweb,хъaнхъра,хъaнхъра,<?> <?> a <?> <?> <?> р а,,lexcauc,,,^х ъ a н х ъ р а$,default
avar-220_spiderweb-2,,avar,220_spiderweb,реч,реч,р е <?>,,lexcauc,,,^р е ч$,default
avar-220_spiderweb-3,,avar,220_spiderweb,нуси,нуси,<?> <?> <?> <?>,,lexcauc,,,^н у с и$,default
avar-221_bee-1,,avar,221_bee,най,най,<?> а <?>,,lexcauc,,,^н а й$,default
avar-222_beeswax-1,,avar,222_beeswax,хӀе,хӀе,<?> <?> е,,lexcauc,,,^х Ӏ е$,default
avar-223_beehive-1,,avar,223_beehive,тӀалa,тӀалa,т <?> а <?> a,,lexcauc,,,^т Ӏ а л a$,default
avar-224_wasp-1,,avar,224_wasp,кьyжна,кьyжна,<?> <?> y <?> <?> а,,lexcauc,,,^к ь y ж н а$,default
avar-225_fly-1,,avar,225_fly,тӀутӀ,тӀутӀ,т <?> <?> т <?>,,lexcauc,,,^т Ӏ у т Ӏ$,default
avar-226_mosquito-1,,avar,226_mosquito,кӀкӀарa,кӀкӀарa,<?> <?> <?> <?> а р a,,lexcauc,,,^к Ӏ к Ӏ а р a$,default
avar-227_earthworm-1,,avar,227_earthworm,хӀутӀ,хӀутӀ,<?> <?> <?> т <?>,,lexcauc,,,^х Ӏ у т Ӏ$,default
avar-228_snake-1,,avar,228_snake,борoхь,борoхь,<?> <?> р o <?> <?>,,lexcauc,,,^б о р o х ь$,default
avar-229_firefly-1,,avar,229_firefly,кунчӀкyнчӀхӀапара,кунчӀкyнчӀхӀапара,<?> <?> <?> <?> <?> <?> y <?> <?> <?> <?> <?> а <?> а р а,,lexcauc,,,^к у н ч Ӏ к y н ч Ӏ х Ӏ а п а р а$,default
avar-229_firefly-2,,avar,229_firefly,цӀaкунчӀ,цӀaкунчӀ,<?> <?> a <?> <?> <?> <?> <?>,,lexcauc,,,^ц Ӏ a к у н ч Ӏ$,default
avar-230_butterfly-1,,avar,230_butterfly,кӀaлкӀучӀ,кӀaлкӀучӀ,<?> <?> a <?> <?> <?> <?> <?> <?>,,lexcauc,,,^к Ӏ a л к Ӏ у ч Ӏ$,default
avar-231_grasshopper-1,,avar,231_grasshopper,гарцӀ,гарцӀ,<?> а р <?> <?>,,lexcauc,,,^г а р ц Ӏ$,default
avar-232_snail-1,,avar,232_snail,ЦіцӀaдалхӀама,ЦіцӀaдалхӀама,<?> <?> <?> <?> a <?> а <?> <?> <?> а <?> а,,lexcauc,,,^Ц і ц Ӏ a д а л х Ӏ а м а$,default
avar-233_frog-1,,avar,233_frog,къверкъ,къверкъ,<?> <?> <?> е р <?> <?>,,lexcauc,,,^к ъ в е р к ъ$,default
avar-234_lizard-1,,avar,234_lizard,кьинч,кьинч,<?> <?> <?> <?> <?>,,lexcauc,,,^к ь и н ч$,default
avar-235_moo-1,,avar,235_moo,мyмудизе,мyмудизе,<?> y <?> <?> <?> <?> <?> е,,lexcauc,,,^м y м у д и з е$,default
avar-236_bleatsheep-1,,avar,236_bleatsheep,гӀедизе,гӀедизе,<?> <?> е <?> <?> <?> е,,lexcauc,,,^г Ӏ е д и з е$,default
avar-238_neigh-1,,avar,238_neigh,хӀихӀидизе,хӀихӀидизе,<?> <?> <?> <?> <?> <?> <?> <?> <?> е,,lexcauc,,,^х Ӏ и х Ӏ и д и з е$,default
avar-239_heehaw-1,,avar,239_heehaw,гӀергӀедизе,гӀергӀедизе,<?> <?> е р <?> <?> е <?> <?> <?> е,,lexcauc,,,^г Ӏ е р г Ӏ е д и з е$,default
avar-240_meaow-1,,avar,240_meaow,мимидизе,мимидизе,<?> <?> <?> <?> <?> <?> <?> е,,lexcauc,,,^м и м и д и з е$,default
avar-241_barkv-1,,avar,241_barkv,хӀапдeзе,хӀапдeзе,<?> <?> а <?> <?> e <?> е,,lexcauc,,,^х Ӏ а п д e з е$,default
avar-242_roar-1,,avar,242_roar,гъyлгъудизе,гъyлгъудизе,<?> <?> y <?> <?> <?> <?> <?> <?> <?> е,,lexcauc,,,^г ъ y л г ъ у д и з е$,default
avar-243_howl-1,,avar,243_howl,гӀавyсдизе,гӀавyсдизе,<?> <?> а <?> y <?> <?> <?> <?> е,,lexcauc,,,^г Ӏ а в y с д и з е$,default
avar-244_crow-1,,avar,244_crow,гӀeгӀедизе,гӀeгӀедизе,<?> <?> e <?> <?> е <?> <?> <?> е,,lexcauc,,,^г Ӏ e г Ӏ е д и з е$,default
avar-245_buzz-1,,avar,245_buzz,зyзудизе,зyзудизе,<?> y <?> <?> <?> <?> <?> е,,lexcauc,,,^з y з у д и з е$,default
avar-246_hiss-1,,avar,246_hiss,хьирхьидизе,хьирхьидизе,<?> <?> <?> р <?> <?> <?> <?> <?> <?> е,,lexcauc,,,^х ь и р х ь и д и з е$,default
avar-247_body-1,,avar,247_body,черх,черх,<?> е р <?>,,lexcauc,,,^ч е р х$,default
avar-248_side-1,,avar,248_side,хьибил,хьибил,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^х ь и б и л$,default
avar-249_skin-1,,avar,249_skin,къехь,къехь,<?> <?> е <?> <?>,,lexcauc,,,^к ъ е х ь$,default
avar-249_skin-2,,avar,249_skin,тӀом,тӀом,т <?> <?> <?>,,lexcauc,,,^т Ӏ о м$,default
avar-250_hideofgoatsandsheep-1,,avar,250_hideofgoatsandsheep,къехь,къехь,<?> <?> е <?> <?>,,lexcauc,,,^к ъ е х ь$,default
avar-250_hideofgoatsandsheep-2,,avar,250_hideofgoatsandsheep,тӀом,тӀом,т <?> <?> <?>,,lexcauc,,,^т Ӏ о м$,default
avar-251_hideofcows-1,,avar,251_hideofcows,къехь,къехь,<?> <?> е <?> <?>,,lexcauc,,,^к ъ е х ь$,default
avar-251_hideofcows-2,,avar,251_hideofcows,тӀом,тӀом,т <?> <?> <?>,,lexcauc,,,^т Ӏ о м$,default
avar-252_woolofsheep-1,,avar,252_woolofsheep,чахъдaл квас,чахъдaл квас,<?> а <?> <?> <?> a <?> + <?> <?> а <?>,,lexcauc,,,^ч а х ъ д a л + к в а с$,default
avar-253_woolofgoats-1,,avar,253_woolofgoats,цӀцӀел квас,цӀцӀел квас,<?> <?> <?> <?> е <?> + <?> <?> а <?>,,lexcauc,,,^ц Ӏ ц Ӏ е л + к в а с$,default
avar-254_hairmass-1,,avar,254_hairmass,кар,кар,<?> а р,,lexcauc,,,^к а р$,default
avar-255_hairsingle-1,,avar,255_hairsingle,рас,рас,р а <?>,,lexcauc,,,^р а с$,default
avar-257_beard-1,,avar,257_beard,мегeж,мегeж,<?> е <?> e <?>,,lexcauc,,,^м е г e ж$,default
avar-258_moustache-1,,avar,258_moustache,михъ,михъ,<?> <?> <?> <?>,,lexcauc,,,^м и х ъ$,default
avar-259_combofbirds-1,,avar,259_combofbirds,хӀелкил къам,хӀелкил къам,<?> <?> е <?> <?> <?> <?> + <?> <?> а <?>,,lexcauc,,,^х Ӏ е л к и л + к ъ а м$,default
avar-260_mane-1,,avar,260_mane,чол жал,чол жал,<?> <?> <?> + <?> а <?>,,lexcauc,,,^ч о л + ж а л$,default
avar-261_dandruff-1,,avar,261_dandruff,хӀабaтӀ,хӀабaтӀ,<?> <?> а <?> a т <?>,,lexcauc,,,^х Ӏ а б a т Ӏ$,default
avar-262_blood-1,,avar,262_blood,би,би,<?> <?>,,lexcauc,,,^б и$,default
avar-263_veinartery-1,,avar,263_veinartery,бидурихь,бидурихь,<?> <?> <?> <?> р <?> <?> <?>,,lexcauc,,,^б и д у р и х ь$,default
avar-265_joint-1,,avar,265_joint,рищи,рищи,р <?> <?> <?>,,lexcauc,,,^р и щ и$,default
avar-266_cartilage-1,,avar,266_cartilage,цӀил,цӀил,<?> <?> <?> <?>,,lexcauc,,,^ц Ӏ и л$,default
avar-267_gall-1,,avar,267_gall,ццин,ццин,<?> <?> <?>,,lexcauc,,,^цц и н$,default
avar-268_urine-1,,avar,268_urine,кӀващ,кӀващ,<?> <?> <?> а <?>,,lexcauc,,,^к Ӏ в а щ$,default
avar-269_faeces-1,,avar,269_faeces,гъиз,гъиз,<?> <?> <?> <?>,,lexcauc,,,^г ъ и з$,default
avar-270_liquidstool-1,,avar,270_liquidstool,гъиз лълъама-лъи,гъиз лълъама-лъи,<?> <?> <?> <?> + <?> <?> <?> <?> а <?> а <?> <?> <?> <?>,,lexcauc,,,^г ъ и з + л ъ л ъ а м а - л ъ и$,default
avar-271_dungofcow-1,,avar,271_dungofcow,рак,рак,р а <?>,,lexcauc,,,^р а к$,default
avar-272_bone-1,,avar,272_bone,ракьa,ракьa,р а <?> <?> a,,lexcauc,,,^р а к ь a$,default
avar-273_rib-1,,avar,273_rib,хьабaлухъагӀучӀ,хьабaлухъагӀучӀ,<?> <?> а <?> a <?> <?> <?> <?> а <?> <?> <?> <?> <?>,,lexcauc,,,^х ь а б a л у х ъ а г Ӏ у ч Ӏ$,default
avar-274_horn-1,,avar,274_horn,лълъар,лълъар,<?> <?> <?> <?> а р,,lexcauc,,,^л ъ л ъ а р$,default
avar-275_tail-1,,avar,275_tail,рачӀчӀ,рачӀчӀ,р а <?> <?> <?> <?>,,lexcauc,,,^р а ч Ӏ ч Ӏ$,default
avar-276_tailfat-1,,avar,276_tailfat,мoхмох,мoхмох,<?> o <?> <?> <?> <?>,,lexcauc,,,^м o х м о х$,default
avar-277_backanatomical-1,,avar,277_backanatomical,мугъ,мугъ,<?> <?> <?> <?>,,lexcauc,,,^м у г ъ$,default
avar-278_spine-1,,avar,278_spine,гьoдимокъ,гьoдимокъ,<?> <?> o <?> <?> <?> <?> <?> <?>,,lexcauc,,,^г ь o д и м о к ъ$,default
avar-279_head-1,,avar,279_head,бетӀeр,бетӀeр,<?> е т <?> e р,,lexcauc,,,^б е т Ӏ e р$,default
avar-280_templesideofhead-1,,avar,280_templesideofhead,къванщa,къванщa,<?> <?> <?> а <?> <?> a,,lexcauc,,,^к ъ в а н щ a$,default
avar-281_skull-1,,avar,281_skull,гвангвaра,гвангвaра,<?> <?> а <?> <?> <?> a р а,,lexcauc,,,^г в а н г в a р а$,default
avar-282_brain-1,,avar,282_brain,гӀадал нах,гӀадал нах,<?> <?> а <?> а <?> + <?> а <?>,,lexcauc,,,^г Ӏ а д а л + н а х$,default
avar-284_face-1,,avar,284_face,гьумeр,гьумeр,<?> <?> <?> <?> e р,,lexcauc,,,^г ь у м e р$,default
avar-285_forehead-1,,avar,285_forehead,нодo,нодo,<?> <?> <?> o,,lexcauc,,,^н о д o$,default
avar-286_jaw-1,,avar,286_jaw,чанaгъ,чанaгъ,<?> а <?> a <?> <?>,,lexcauc,,,^ч а н a г ъ$,default
avar-287_cheek-1,,avar,287_cheek,гӀонo,гӀонo,<?> <?> <?> <?> o,,lexcauc,,,^г Ӏ о н o$,default
avar-287_cheek-2,,avar,287_cheek,кӀаркьeн,кӀаркьeн,<?> <?> а р <?> <?> e <?>,,lexcauc,,,^к Ӏ а р к ь e н$,default
avar-288_eye-1,,avar,288_eye,бер,бер,<?> е р,,lexcauc,,,^б е р$,default
avar-289_eyebrow-1,,avar,289_eyebrow,кьенссeр,кьенссeр,<?> <?> е <?> <?> e р,,lexcauc,,,^к ь е н сс e р$,default
avar-290_eyelash-1,,avar,290_eyelash,тӀелeх,тӀелeх,т <?> е <?> e <?>,,lexcauc,,,^т Ӏ е л e х$,default
avar-291_ear-1,,avar,291_ear,гӀин,гӀин,<?> <?> <?> <?>,,lexcauc,,,^г Ӏ и н$,default
avar-292_earwax-1,,avar,292_earwax,хӀебeцӀцӀ,хӀебeцӀцӀ,<?> <?> е <?> e <?> <?> <?> <?>,,lexcauc,,,^х Ӏ е б e ц Ӏ ц Ӏ$,default
avar-293_nose-1,,avar,293_nose,мегӀeр,мегӀeр,<?> е <?> <?> e р,,lexcauc,,,^м е г Ӏ e р$,default
avar-294_snivel-1,,avar,294_snivel,хунчӀрyл,хунчӀрyл,<?> <?> <?> <?> <?> р y <?>,,lexcauc,,,^х у н ч Ӏ р y л$,default
avar-295_shrimpinnose-1,,avar,295_shrimpinnose,кӀучӀ,кӀучӀ,<?> <?> <?> <?> <?>,,lexcauc,,,^к Ӏ у ч Ӏ$,default
avar-296_mouthexternal-1,,avar,296_mouthexternal,кӀал,кӀал,<?> <?> а <?>,,lexcauc,,,^к Ӏ а л$,default
avar-297_mouthinternaloralcavity-1,,avar,297_mouthinternaloralcavity,кӀал,кӀал,<?> <?> а <?>,,lexcauc,,,^к Ӏ а л$,default
avar-298_beak-1,,avar,298_beak,гозo,гозo,<?> <?> <?> o,,lexcauc,,,^г о з o$,default
avar-298_beak-2,,avar,298_beak,гозбaл,гозбaл,<?> <?> <?> <?> a <?>,,lexcauc,,,^г о з б a л$,default
avar-299_lip-1,,avar,299_lip,кӀветӀ,кӀветӀ,<?> <?> <?> е т <?>,,lexcauc,,,^к Ӏ в е т Ӏ$,default
avar-300_tongue-1,,avar,300_tongue,мацӀцӀ,мацӀцӀ,<?> а <?> <?> <?> <?>,,lexcauc,,,^м а ц Ӏ ц Ӏ$,default
avar-301_tooth-1,,avar,301_tooth,гӀус,гӀус,<?> <?> <?> <?>,,lexcauc,,,^г Ӏ у с$,default
avar-302_fangofdog-1,,avar,302_fangofdog,гожо,гожо,<?> <?> <?> <?>,,lexcauc,,,^г о ж о$,default
avar-303_molartooth-1,,avar,303_molartooth,гӀосoвехь,гӀосoвехь,<?> <?> <?> <?> o <?> е <?> <?>,,lexcauc,,,^г Ӏ о с o в е х ь$,default
avar-304_gums-1,,avar,304_gums,дабал,дабал,<?> а <?> а <?>,,lexcauc,,,^д а б а л$,default
avar-305_neck-1,,avar,305_neck,габyр,габyр,<?> а <?> y р,,lexcauc,,,^г а б y р$,default
avar-306_adamsapple-1,,avar,306_adamsapple,догӀдогӀ,догӀдогӀ,<?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^д о г Ӏ д о г Ӏ$,default
avar-307_chin-1,,avar,307_chin,нилъу,нилъу,<?> <?> <?> <?> <?>,,lexcauc,,,^н и л ъ у$,default
avar-308_backofhead-1,,avar,308_backofhead,гъванщa,гъванщa,<?> <?> <?> а <?> <?> a,,lexcauc,,,^г ъ в а н щ a$,default
avar-309_throat-1,,avar,309_throat,щекъeр,щекъeр,<?> е <?> <?> e р,,lexcauc,,,^щ е к ъ e р$,default
avar-310_shoulder-1,,avar,310_shoulder,гъеж,гъеж,<?> <?> е <?>,,lexcauc,,,^г ъ е ж$,default
avar-311_arm-1,,avar,311_arm,квер,квер,<?> <?> е р,,lexcauc,,,^к в е р$,default
avar-312_hand-1,,avar,312_hand,квер,квер,<?> <?> е р,,lexcauc,,,^к в е р$,default
avar-313_handfulonehand-1,,avar,313_handfulonehand,къунтӀ,къунтӀ,<?> <?> <?> <?> т <?>,,lexcauc,,,^к ъ у н т Ӏ$,default
avar-315_paw-1,,avar,315_paw,квачӀ,квачӀ,<?> <?> а <?> <?>,,lexcauc,,,^к в а ч Ӏ$,default
avar-316_fist-1,,avar,316_fist,зар,зар,<?> а р,,lexcauc,,,^з а р$,default
avar-317_armpit-1,,avar,317_armpit,къвалакь,къвалакь,<?> <?> <?> а <?> а <?> <?>,,lexcauc,,,^к ъ в а л а к ь$,default
avar-318_elbow-1,,avar,318_elbow,гӀyнкӀрукь,гӀyнкӀрукь,<?> <?> y <?> <?> <?> р <?> <?> <?>,,lexcauc,,,^г Ӏ y н к Ӏ р у к ь$,default
avar-319_palmofhand-1,,avar,319_palmofhand,хъат,хъат,<?> <?> а т,,lexcauc,,,^х ъ а т$,default
avar-320_finger-1,,avar,320_finger,килищ,килищ,<?> <?> <?> <?> <?>,,lexcauc,,,^к и л и щ$,default
avar-321_fingernail-1,,avar,321_fingernail,малъ,малъ,<?> а <?> <?>,,lexcauc,,,^м а л ъ$,default
avar-322_claw-1,,avar,322_claw,малъ,малъ,<?> а <?> <?>,,lexcauc,,,^м а л ъ$,default
avar-323_leg-1,,avar,323_leg,бохх,бохх,<?> <?> <?>,,lexcauc,,,^б о хх$,default
avar-324_foot-1,,avar,324_foot,хӀетӀe,хӀетӀe,<?> <?> е т <?> e,,lexcauc,,,^х Ӏ е т Ӏ e$,default
avar-325_thigh-1,,avar,325_thigh,мачӀ,мачӀ,<?> а <?> <?>,,lexcauc,,,^м а ч Ӏ$,default
avar-326_shin-1,,avar,326_shin,рицӀцӀимахӀу,рицӀцӀимахӀу,р <?> <?> <?> <?> <?> <?> <?> а <?> <?> <?>,,lexcauc,,,^р и ц Ӏ ц Ӏ и м а х Ӏ у$,default
avar-327_knee-1,,avar,327_knee,нaку,нaку,<?> a <?> <?>,,lexcauc,,,^н a к у$,default
avar-328_heel-1,,avar,328_heel,эгъe,эгъe,<?> <?> <?> e,,lexcauc,,,^э г ъ e$,default
avar-329_footprint-1,,avar,329_footprint,(хӀатӀил) лъалкӀ,лъалкӀ,<?> <?> а <?> <?> <?>,,lexcauc,,,^л ъ а л к Ӏ$,default
avar-330_toe-1,,avar,330_toe,килищ,килищ,<?> <?> <?> <?> <?>,,lexcauc,,,^к и л и щ$,default
avar-331_hoof-1,,avar,331_hoof,щинкӀил,щинкӀил,<?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^щ и н к Ӏ и л$,default
avar-332_wing-1,,avar,332_wing,кваркьи,кваркьи,<?> <?> а р <?> <?> <?>,,lexcauc,,,^к в а р к ь и$,default
avar-333_feather-1,,avar,333_feather,хӀyли,хӀyли,<?> <?> y <?> <?>,,lexcauc,,,^х Ӏ y л и$,default
avar-334_chest-1,,avar,334_chest,керeн,керeн,<?> е р e <?>,,lexcauc,,,^к е р e н$,default
avar-335_breast-1,,avar,335_breast,керeн,керeн,<?> е р e <?>,,lexcauc,,,^к е р e н$,default
avar-336_nipple-1,,avar,336_nipple,мoцӀцӀу,мoцӀцӀу,<?> o <?> <?> <?> <?> <?>,,lexcauc,,,^м o ц Ӏ ц Ӏ у$,default
avar-337_udder-1,,avar,337_udder,гъвaри,гъвaри,<?> <?> <?> a р <?>,,lexcauc,,,^г ъ в a р и$,default
avar-338_navel-1,,avar,338_navel,цӀцӀину,цӀцӀину,<?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^ц Ӏ ц Ӏ и н у$,default
avar-339_heart-1,,avar,339_heart,ракӀ,ракӀ,р а <?> <?>,,lexcauc,,,^р а к Ӏ$,default
avar-340_lung-1,,avar,340_lung,гьуэр,гьуэр,<?> <?> <?> <?> р,,lexcauc,,,^г ь у э р$,default
avar-341_liver-1,,avar,341_liver,тӀул,тӀул,т <?> <?> <?>,,lexcauc,,,^т Ӏ у л$,default
avar-342_kidney-1,,avar,342_kidney,yргьиссала,yргьиссала,y р <?> <?> <?> <?> а <?> а,,lexcauc,,,^y р г ь и сс а л а$,default
avar-343_spleen-1,,avar,343_spleen,къечӀчӀ,къечӀчӀ,<?> <?> е <?> <?> <?> <?>,,lexcauc,,,^к ъ е ч Ӏ ч Ӏ$,default
avar-344_stomach-1,,avar,344_stomach,кванирукъ,кванирукъ,<?> <?> а <?> <?> р <?> <?> <?>,,lexcauc,,,^к в а н и р у к ъ$,default
avar-345_belly-1,,avar,345_belly,чехь,чехь,<?> е <?> <?>,,lexcauc,,,^ч е х ь$,default
avar-346_intestinesguts-1,,avar,346_intestinesguts,бакь,бакь,<?> а <?> <?>,,lexcauc,,,^б а к ь$,default
avar-347_gullet-1,,avar,347_gullet,рисскӀи,рисскӀи,р <?> <?> <?> <?> <?>,,lexcauc,,,^р и сс к Ӏ и$,default
avar-348_fatofanimals-1,,avar,348_fatofanimals,тӀатӀи,тӀатӀи,т <?> а т <?> <?>,,lexcauc,,,^т Ӏ а т Ӏ и$,default
avar-349_fatadj-1,,avar,349_fatadj,беэнаб,беэнаб,<?> е <?> <?> а <?>,,lexcauc,,,^б е э н а б$,default
avar-351_womb-1,,avar,351_womb,тӀончӀoрукъ,тӀончӀoрукъ,т <?> <?> <?> <?> <?> o р <?> <?> <?>,,lexcauc,,,^т Ӏ о н ч Ӏ o р у к ъ$,default
avar-353_placenta-1,,avar,353_placenta,гӀордoло,гӀордoло,<?> <?> <?> р <?> o <?> <?>,,lexcauc,,,^г Ӏ о р д o л о$,default
avar-354_umbilicalcord-1,,avar,354_umbilicalcord,цӀцӀину,цӀцӀину,<?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^ц Ӏ ц Ӏ и н у$,default
avar-358_breathe-1,,avar,358_breathe,хӀухьeл биччазе,хӀухьeл биччазе,<?> <?> <?> <?> <?> e <?> + <?> <?> <?> а <?> е,,lexcauc,,,^х Ӏ у х ь e л + б и чч а з е$,default
avar-359_yawn-1,,avar,359_yawn,гьакӀкӀaдизе,гьакӀкӀaдизе,<?> <?> а <?> <?> <?> <?> a <?> <?> <?> е,,lexcauc,,,^г ь а к Ӏ к Ӏ a д и з е$,default
avar-360_cough-1,,avar,360_cough,yхӀудизе,yхӀудизе,y <?> <?> <?> <?> <?> <?> е,,lexcauc,,,^y х Ӏ у д и з е$,default
avar-360_cough-2,,avar,360_cough,хъeгӀизе,хъeгӀизе,<?> <?> e <?> <?> <?> <?> е,,lexcauc,,,^х ъ e г Ӏ и з е$,default
avar-361_sneeze-1,,avar,361_sneeze,ченхъeзе,ченхъeзе,<?> е <?> <?> <?> e <?> е,,lexcauc,,,^ч е н х ъ e з е$,default
avar-362_perspire-1,,avar,362_perspire,гӀетӀ базе,гӀетӀ базе,<?> <?> е т <?> + <?> а <?> е,,lexcauc,,,^г Ӏ е т Ӏ + б а з е$,default
avar-363_sweat-1,,avar,363_sweat,гӀетӀ,гӀетӀ,<?> <?> е т <?>,,lexcauc,,,^г Ӏ е т Ӏ$,default
