db.id,form.id,lex.id,colex.id,lc.id,concepticon.id,subentry,aux,opt,excl,orthographic,phonemic,gloss,ipa,def.ru,def.en,cx1,cx1.ru,cx1.en,cx2,cx2.ru,cx2.en,cx3,cx3.ru,cx3.en,gender,notes,lang
258,258,140,,140,,pl,aux,,,гулал,gul-al,R(sheaf)-PL,,,,,,,,,,,,,,,avar
259,259,1168,,141,,sg,,,,гӀарaхъ,ʕaraqː,,,,,,,,,,,,,,,,avar
260,260,1168,,141,,pl,aux,,,гӀaрхъал,ʕarqː-al,R(stack)-PL,,,,,,,,,,,,,,,avar
261,261,143,,143,,sg,,,,гӀакa,ʕaka,,,,,,,,,,,,,,,,avar
262,262,143,,143,,pl,aux,,,гӀачи,ʕači,R(cow)-PL,,,,,,,,,,,,,,,avar
263,263,144,,144,,sg,,,,бугъа,buʁa,,,,,,,,,,,,,,,,avar
264,264,144,,144,,pl,aux,,,бугъби,buʁ-bi,R(bull)-PL,,,,,,,,,,,,,,,avar
265,265,145,144,145,,sg,,,,оц,oc,,,,,,,,,,,,,,,,avar
266,266,145,144,145,,pl,aux,,,оцaл,oc-al,R(ox)-PL,,,,,,,,,,,,,,,avar
267,267,146,,146,,sg,,,,?,?,,,,,,,,,,,,,,,,avar
268,268,146,,146,,pl,aux,,,?,?,,,,,,,,,,,,,,,,avar
269,269,147,,147,,sg,,,,баси,basi,,,,,,,,,,,,,,,,avar
270,270,147,,147,,pl,aux,,,бyсби,busbi,R(bull_calf)-PL,,,,,,,,,,,,,,,avar
271,271,148,,148,,sg,,,,бечe,beče,,,,,,,,,,,,,,,,avar
272,272,148,,148,,pl,aux,,,бачaл,bač-al,R(calf)-PL,,,,,,,,,,,,,,,avar
273,273,149,,149,,sg,,,,гӀалaмат,ʕalamat,,,,,,,,,,,,,,,,avar
274,274,149,,149,,pl,aux,,,гӀалaматaл,ʕalamat-al,R(earmark)-PL,,,,,,,,,,,,,,,avar
275,275,150,,150,,sg,,,,гӀи,ʕi,,,,,,,,,,,,,,,,avar
276,276,150,,150,,pl,aux,,,гӀиял,ʕi-jal,R(sheep)-PL,,,,,,,,,,,,,,,avar
277,277,151,,151,,sg,,,,куй,kuj,,,,,,,,,,,,,,,,avar
278,278,151,,151,,pl,aux,,,куйдул,kuj-dul,R(ram)-PL,,,,,,,,,,,,,,,avar
279,279,152,,152,,sg,,,,эбeлаб гӀи,ebelab ʕi,mother.? sheep,,,,,,,,,,,,,,,avar
280,280,152,,152,,pl,aux,,,эбeлаб гӀиял,ebelab ʕi-jal,mother.? sheep-pl,,,,,,,,,,,,,,,avar
281,281,153,,153,,sg,,,,хух,χːuχː,,,,,,,,,,,,,,,,avar
282,282,153,,153,,pl,aux,,,хухaл,χːuχː-al,R(lamb)-PL,,,,,,,,,,,,,,,avar
283,283,154,,154,,sg,,,,?,?,,,,,,,,,,,,,,,,avar
284,284,154,,154,,pl,aux,,,?,?,,,,,,,,,,,,,,,,avar
285,285,155,,155,,sg,,,,хӀoржо,ħoržo,,,,,,,,,,,,,,,,avar
286,286,155,,155,,pl,aux,,,хӀoржал,ħoržal,R(young_ram)-PL,,,,,,,,,,,,,,,avar
287,287,156,,156,,sg,,,,хъабaн,qːaban,,,,,,,,,,,,,,,,avar
288,288,156,,156,,pl,aux,,,хъабaнал,qːaban-al,R(boar)-PL,,,,,,,,,,,,,,,avar
289,289,157,,157,,sg,,,,цӀцӀе,cːʼe,,,,,,,,,,,,,,,,avar
290,290,157,,157,,pl,aux,,,цӀцӀани,cːʼani,R(she_goat)-PL,,,,,,,,,,,,,,,avar
291,291,158,,158,,sg,,,,дегӀeн,deʕen,,,,,,,,,,,,,,,,avar
292,292,158,,158,,pl,aux,,,дyгӀби,duʕbi,R(he_goat)-PL,,,,,,,,,,,,,,,avar
293,293,159,,159,,sg,,,,?,?,,,,,,,,,,,,,,,,avar
294,294,159,,159,,pl,aux,,,?,?,,,,,,,,,,,,,,,,avar
295,295,160,,160,,sg,,,,бурyтӀ,burutʼ,,,,,,,,,,,,,,,,avar
296,296,160,,160,,pl,aux,,,бyртӀал,burtʼ-al,R(kid)-PL,,,,,,,,,,,,,,,avar
297,297,161,,161,,sg,,,,чу,ču,,,,,,,,,,,,,,,,avar
298,298,161,,161,,pl,aux,,,чyял,ču-jal,R(horse)-PL,,,,,,,,,,,,,,,avar
299,299,162,,162,,sg,,,,айгъир,ajʁir,,,,,,,,,,,,,,,,avar
300,300,162,,162,,pl,aux,,,айгъирал,ajʁir-al,R(stallion)-PL,,,,,,,,,,,,,,,avar
301,301,163,,163,,sg,,,,гӀалa,ʕala,,,,,,,,,,,,,,,,avar
302,302,163,,163,,pl,aux,,,гӀулби,ʕul-bi,R(mare)-PL,,,,,,,,,,,,,,,avar
303,303,164,,164,,sg,,,,тайи,taji,,,,,,,,,,,,,,,,avar
304,304,164,,164,,pl,aux,,,тайиял,taji-jal,R(foal)-PL,,,,,,,,,,,,,,,avar
305,305,165,,165,,sg,,,,хӀамa,ħama,,,,,,,,,,,,,,,,avar
306,306,165,,165,,pl,aux,,,хӀамyл,ħam-ul,R(donkey)-PL,,,,,,,,,,,,,,,avar
307,307,1170,,166,,sg,,,,кӀерт,kʼert,,,,,,,,,,,,,,,,avar
308,308,1170,,166,,pl,aux,,,кӀуртyл,kʼurt-ul,R(foal_of_donkey)-PL,,,,,,,,,,,,,,,avar
309,309,167,,167,,sg,,,,гӀорцӀeн,ʕorcʼen,,,,,,,,,,,,,,,,avar
310,310,167,,167,,pl,aux,,,гӀорцӀаби,ʕorcʼ-abi,R(mule)-PL,,,,,,,,,,,,,,,avar
311,311,168,,168,,sg,,,,хӀелеко,ħeleko,,,,,,,,,,,,,,,,avar
312,312,168,,168,,pl,aux,,,хӀeлкал,ħelk-al,R(rooster)-PL,,,,,,,,,,,,,,,avar
313,313,169,,169,,sg,,,,гӀaнкӀу,ʕankʼu,,,,,,,,,,,,,,,,avar
314,314,169,,169,,pl,aux,,,гӀaнкӀуял,ʕankʼ-ujal,R(hen)-PL,,,,,,,,,,,,,,,avar
315,315,169,,169,,pl,aux,,,гӀaнкӀаби,ʕankʼ-abi,R(hen)-PL,,,,,,,,,,,,,,,avar
316,316,170,,170,,sg,,,,тӀинчӀ,tʼinčʼ,,,,,,,,,,,,,,,,avar
317,317,170,,170,,pl,aux,,,тӀанчӀал,tʼanč-il,R(chick)-PL,,,,,,,,,,,,,,,avar
318,318,171,,171,,sg,,,,хъаз,qːaz,,,,,,,,,,,,,,,,avar
319,319,171,,171,,pl,aux,,,хъазал,qːaz-al,R(goose)-PL,,,,,,,,,,,,,,,avar
320,320,172,,172,,sg,,,,ордeк,ordek,,,,,,,,,,,,,,,,avar
321,321,172,,172,,pl,aux,,,ордeкал,ordek-al,R(duck)-PL,,,,,,,,,,,,,,,avar
322,322,173,,173,,sg,,,,бусeн,busen,,,,,,,,,,,,,,,,avar
323,323,173,,173,,pl,aux,,,бусaби,bus-abi,R(nest)-PL,,,,,,,,,,,,,,,avar
324,324,174,,174,,sg,,,,хӀинчӀчӀ,ħinčːʼ,,,,,,,,,,,,,,,,avar
325,325,174,,174,,pl,aux,,,хӀанчӀчӀи,ħančːʼ-i,R(bird)-PL,,,,,,,,,,,,,,,avar
326,326,175,,175,,sg,,,,хӀуцӀилхъаз,ħucʼ-il-qːaz,swamp-GEN-R(goose),,,,,,,,,,,,,,,avar
327,327,175,,175,,pl,aux,,,хӀуцӀилхъазал,ħucʼ-il-qːaz-al,swamp-GEN-R(goose)-PL,,,,,,,,,,,,,,,avar
328,328,176,,176,,sg,,,,цӀцӀум,cːʼum,,,,,,,,,,,,,,,,avar
329,329,176,,176,,pl,aux,,,цӀцӀумал,cːʼum-al,R(eagle)-PL,,,,,,,,,,,,,,,avar
330,330,177,,177,,sg,,opt,,тайлaн,tajlan,,,,,,,,,,,,,,,,avar
331,331,177,,177,,pl,aux,opt,,тайлaнал,tajlan-al,R(hawk)-PL,,,,,,,,,,,,,,,avar
332,332,178,,178,,sg,,opt,,гвед,gʷed,,,,,,,,,,,,,,,,avar
333,333,178,,178,,pl,aux,opt,,гведал,gʷed-al,R(falcon)-PL,,,,,,,,,,,,,,,avar
334,334,179,,179,,sg,,,,къохьoлъалкӀач,qʼoxːoɬalkʼač,,,,,,,,,,,,,,,,avar
335,335,179,,179,,pl,aux,,,къохьoлъалкӀачал,qʼoxːoɬalkʼač-al,R(bat)-PL,,,,,,,,,,,,,,,avar
336,336,180,,180,,sg,,,,гъeдо,ʁedu,,,,,,,,,,,,,,,,avar
337,337,180,,180,,pl,aux,,,гъудyл,ʁudu-l,R(crow)-PL,,,,,,,,,,,,,,,avar
338,338,181,,181,,sg,,,,чaргъедо,čar-ʁedo,multicolored-R(crow),,,,,,,,,,,,,,,avar
339,339,181,,181,,pl,aux,,,чaргъудул,čar-ʁud-ul,multicolored-R(crow)-PL,,,,,,,,,,,,,,,avar
340,340,182,,182,,sg,,opt,,гъaло,ʁalo,,,,,,,,,,,,,,,,avar
341,341,182,,182,,pl,aux,opt,,гъaлаби,ʁal-abi,R(jackdaw)-PL,,,,,,,,,,,,,,,avar
342,342,1171,,182,,sg,,opt,,чaвка,čawka,,,,,,,,,,,,,,,,avar
343,343,1171,,182,,pl,aux,opt,,чaвкаби,čawka-bi,R(jackdaw)-PL,,,,,,,,,,,,,,,avar
344,344,183,,183,,sg,,,,микки,mikːi,,,,,,,,,,,,,,,,avar
345,345,183,,183,,pl,aux,,,маккaл,makː-al,R(dove)-PL,,,,,,,,,,,,,,,avar
346,346,184,,184,,sg,,,,къадaко,qʼadako,,,,,,,,,,,,,,,,avar
347,347,184,,184,,pl,aux,,,къyдкул,qʼudk-ul,R(sparrow)-PL,,,,,,,,,,,,,,,avar
348,348,185,,185,,sg,,,x,бeццаруз,b-ecːa-ruz,CL3-blind-R(owl),,,,,,,,,,,,,,,avar
349,349,185,,185,,pl,aux,,x,бeццарузал,b-ecːa-ruz-al,CL3-blind-R(owl)-PL,,,,,,,,,,,,,,,avar
350,350,1172,,185,,sg,,,,руз,ruz,,,,,,,,,,,,,,,,avar
351,351,1172,,185,,pl,aux,,,рузал,ruz-al,R(owl)-PL,,,,,,,,,,,,,,,avar
352,352,186,185,186,,sg,,opt,,бeццаруз,b-ecːa-ruz,CL3-blind-R(owl),,,,,,,,,,,,,,,avar
353,353,186,185,186,,pl,aux,opt,,бeццарузал,b-ecːa-ruz-al,CL3-blind-R(owl)-PL,,,,,,,,,,,,,,,avar
354,354,1173,1172,186,,sg,,opt,x,руз,ruz,,,,,,,,,,,,,,,,avar
355,355,1173,1172,186,,pl,aux,opt,x,рузал,ruz-al,owl-pl,,,,,,,,,,,,,,,avar
356,356,187,,187,,sg,,,,гaгу,gagu,,,,,,,,,,,,,,,,avar
357,357,187,,187,,pl,aux,,,гaгуял,gagu-jal,R(cuckoo)-PL,,,,,,,,,,,,,,,avar
358,358,188,,188,,sg,,,,гӀансa,ʕansa,,,,,,,,,,,,,,,,avar
359,359,188,,188,,pl,aux,,,гӀансaби,ʕansa-bi,R(snowcock)-PL,,,,,,,,,,,,,,,avar
360,360,189,,189,,sg,,,,мокъoкъ,moqʼoqʼ,,,,,,,,,,,,,,,,avar
361,361,189,,189,,pl,aux,,,мокъoкъал,moqʼoqʼ-al,R(partridge)-PL,,,,,,,,,,,,,,,avar
362,362,190,,190,,sg,,,,милъиршо,miɬiršo,,,,,,,,,,,,,,,,avar
363,363,190,,190,,pl,aux,,,милъиршаби,miɬirš-abi,R(swallow)-PL,,,,,,,,,,,,,,,avar
364,364,191,,191,,sg,,,,гьой,hoj,,,,,,,,,,,,,,,,avar
365,365,191,,191,,pl,aux,,,гьаби,habi,R(dog)-PL,,,,,,,,,,,,,,,avar
366,366,192,,192,,sg,,,,гважи,gʷaži,,,,,,,,,,,,,,,,avar
367,367,192,,192,,pl,aux,,,гужби,gužbi,R(female_dog)-PL,,,,,,,,,,,,,,,avar
368,368,193,,193,,sg,,,,тарaщ,tarašː,,,,,,,,,,,,,,,,avar
369,369,193,,193,,pl,aux,,,тyрщул,turšː-ul,R(puppy)-PL,,,,,,,,,,,,,,,avar
370,370,1174,,193,,sg,,,x,когӀо,koʕo,,,,,,,,,,,,,,,,avar
371,371,1174,,193,,pl,aux,,x,кагӀал,kaʕ-al,R(puppy)-PL,,,,,,,,,,,,,,,avar
372,372,194,,194,,sg,,,,гӀанкӀ,ʕankʼ,,,,,,,,,,,,,,,,avar
373,373,194,,194,,pl,aux,,,гӀанкӀал,ʕankʼ-al,R(hare)-PL,,,,,,,,,,,,,,,avar
374,374,195,,195,,sg,,,,кeту,ketu,,,,,,,,,,,,,,,,avar
375,375,195,,195,,pl,aux,,,кутyл,kutu-l,R(cat)-PL,,,,,,,,,,,,,,,avar
376,376,196,,196,,sg,,,,гӀункӀкӀ,ʕunkːʼ,,,,,,,,,,,,,,,,avar
377,377,196,,196,,pl,aux,,,гӀункӀкӀал,ʕunkːʼ-al,R(mouse)-PL,,,,,,,,,,,,,,,avar
378,378,197,,197,,sg,,opt,,кӀудияб гӀункӀкӀ,kʼudijab ʕunkːʼ,big mouse,,,,,,,,,,,,,,,avar
379,379,197,,197,,pl,aux,opt,,кӀудиял гӀункӀкӀал,kʼudijab ʕunkːʼ-al,big mouse-pl,,,,,,,,,,,,,,,avar
380,380,198,,198,,sg,,opt,,бaкьуч,baƛʼuč,,,,,,,,,,,,,,,,avar
381,381,198,,198,,pl,aux,opt,,бaкьучал,baƛʼuč-al,R(badger)-PL,,,,,,,,,,,,,,,avar
382,382,199,,199,,sg,,,,цакьy,caƛʼu,,,,,,,,,,,,,,,,avar
383,383,199,,199,,pl,aux,,,цакьaби,caƛʼ-abi,R(marten)-PL,,,,,,,,,,,,,,,avar
384,384,200,,200,,sg,,,,гвангвa,gʷangʷa,,,,,,,,,,,,,,,,avar
385,385,200,,200,,pl,aux,,,гвангвaби,gʷangʷa-bi,R(squirrel)-PL,,,,,,,,,,,,,,,avar
386,386,201,,201,,sg,,,,гӀужрyкъ,ʕužruqʼ,,,,,,,,,,,,,,,,avar
387,387,201,,201,,pl,aux,,,гӀужрyкъал,ʕužruqʼ-al,R(hedgehog)-PL,,,,,,,,,,,,,,,avar
388,388,202,,202,,sg,,,,ччугӀa,čːuʕa,,,,,,,,,,,,,,,,avar
389,389,202,,202,,pl,aux,,,ччугӀби,čːuʕ-bi,R(fish)-PL,,,,,,,,,,,,,,,avar
390,390,203,,203,,sg,,,,бацӀ,bacʼ,,,,,,,,,,,,,,,,avar
391,391,203,,203,,pl,aux,,,бацӀал,bacʼ-al,R(wolf)-PL,,,,,,,,,,,,,,,avar
392,392,204,,204,,sg,,,,ци,ci,,,,,,,,,,,,,,,,avar
393,393,204,,204,,pl,aux,,,циял,ci-jal,R(bear)-PL,,,,,,,,,,,,,,,avar
394,394,205,,205,,sg,,,,цер,cer,,,,,,,,,,,,,,,,avar
395,395,205,,205,,pl,aux,,,цyрдул,cerdul,R(fox)-PL,,,,,,,,,,,,,,,avar
396,396,206,,206,,sg,,,,ритӀучӀ,ritʼučʼ,,,,,,,,,,,,,,,,avar
397,397,206,,206,,pl,aux,,,ритӀучӀал,ritʼučʼ-al,R(deer)-PL,,,,,,,,,,,,,,,avar
398,398,207,,207,,sg,,,,?,?,,,,,,,,,,,,,,,,avar
399,399,207,,207,,pl,aux,,,?,?,,,,,,,,,,,,,,,,avar
400,400,208,,208,,sg,,,,багӀнaс,baʕnas,,,,,,,,,,,,,,,,avar
401,401,208,,208,,pl,aux,,,багӀнaсал,baʕnas-al,R(roe)-PL,,,,,,,,,,,,,,,avar
402,402,209,,209,,sg,,,,варaни,barani,,,,,,,,,,,,,,,,avar
403,403,209,,209,,pl,aux,,,варaнаби,baran-abi,R(camel)-PL,,,,,,,,,,,,,,,avar
404,404,210,,210,,sg,,,,нацӀцӀ,nacːʼ,,,,,,,,,,,,,,,,avar
405,405,210,,210,,pl,aux,,,нацӀцӀал,nacːʼ-al,R(louse)-PL,,,,,,,,,,,,,,,avar
406,406,211,,211,,sg,,,,тӀипa,tʼipa,,,,,,,,,,,,,,,,avar
407,407,211,,211,,pl,aux,,,тӀипaби,tʼipa-bi,R(nit)-PL,,,,,,,,,,,,,,,avar
408,408,212,,212,,sg,,,,чӀетӀ,čʼetʼ,,,,,,,,,,,,,,,,avar
409,409,212,,212,,pl,aux,,,чӀутӀyл,čʼetʼ-ul,R(flea)-PL,,,,,,,,,,,,,,,avar
410,410,213,,213,,sg,,,,гурeнж,gurenž,,,,,,,,,,,,,,,,avar
411,411,213,,213,,pl,aux,,,гурeнжал,gurenž-al,R(leech)-PL,,,,,,,,,,,,,,,avar
412,412,214,,214,,sg,,,,цӀцӀyнцӀцӀра,cːʼuncːʼra,,,,,,,,,,,,,,,,avar
413,413,214,,214,,pl,aux,,,цӀцӀyнцӀцӀраби,cːʼuncːʼra-bi,R(ant)-PL,,,,,,,,,,,,,,,avar
414,414,215,,215,,sg,,,,нeца,neca,,,,,,,,,,,,,,,,avar
415,415,215,,215,,pl,aux,,,нeцаби,neca-bi,R(gadfly)-PL,,,,,,,,,,,,,,,avar
416,416,1175,,215,,sg,,,,никӀкӀ,nikːʼ,,,,,,,,,,,,,,,,avar
417,417,1175,,215,,pl,aux,,,никӀкӀал,nikːʼ-al,R(gadfly)-PL,,,,,,,,,,,,,,,avar
418,418,216,,216,,sg,,,,иц,ic,,,,,,,,,,,,,,,,avar
419,419,216,,216,,pl,aux,,,ицал,ic-il,R(moth)-PL,,,,,,,,,,,,,,,avar
420,420,217,,217,,sg,,,,хьвенцӀ,xːʷencʼ,,,,,,,,,,,,,,,,avar
421,421,217,,217,,pl,aux,,,хьвенцӀал,xːʷencʼ-al,R(mite)-PL,,,,,,,,,,,,,,,avar
422,422,1176,,217,,sg,,,,жинжра,žinžra,,,,,,,,,,,,,,,,avar
423,423,1176,,217,,pl,aux,,,жинжраби,žinžra-bi,R(bedbug)-PL,,,,,,,,,,,,,,,avar
424,424,218,,218,,sg,,,,хъaнхъра,qːanqːra,,,,,,,,,,,,,,,,avar
425,425,218,,218,,pl,aux,,,хъaнхъраби,qːanqːra-bi,R(spider)-PL,,,,,,,,,,,,,,,avar
426,426,219,,219,,sg,,,,хъaнхъра,qːanqːra,,,,,,,,,,,,,,,,avar
427,427,219,,219,,pl,aux,,,хъaнхъраби,qːanqːra-bi,spider-pl,,,,,,,,,,,,,,,avar
428,428,220,,220,,sg,,,,хъaнхъра,qːanqːra,,,,,,,,,,,,,,,,avar
429,429,220,,220,,pl,aux,,,хъaнхъраби,qːanqːra-bi,spider_web-pl,,,,,,,,,,,,,,,avar
430,430,1177,,220,,sg,,,,реч,reč,,,,,,,,,,,,,,,,avar
431,431,1177,,220,,pl,aux,,,?,?,,,,,,,,,,,,,,,,avar
432,432,1178,,220,,sg,,,,нуси,nusi,,,,,,,,,,,,,,,,avar
433,433,1178,,220,,pl,aux,,,?,?,,,,,,,,,,,,,,,,avar
434,434,221,,221,,sg,,,,най,naj,,,,,,,,,,,,,,,,avar
435,435,221,,221,,pl,aux,,,наял,na-jal,R(bee)-PL,,,,,,,,,,,,,,,avar
436,436,222,,222,,sg,,,,хӀе,ħe,,,,,,,,,,,,,,,,avar
437,437,222,,222,,pl,aux,,,#,,,,,,,,,,,,,,,,,avar
438,438,223,,223,,sg,,,,тӀалa,tʼala,,,,,,,,,,,,,,,,avar
439,439,223,,223,,pl,aux,,,тӀулби,tʼulbi,R(beehive)-PL,,,,,,,,,,,,,,,avar
440,440,224,,224,,sg,,,,кьyжна,ƛʼužna,,,,,,,,,,,,,,,,avar
441,441,224,,224,,pl,aux,,,кьyжнаял,ƛʼužna-jal,R(wasp)-PL,,,,,,,,,,,,,,,avar
442,442,225,,225,,sg,,,,тӀутӀ,tʼutʼ,,,,,,,,,,,,,,,,avar
443,443,225,,225,,pl,aux,,,тӀутӀал,tʼutʼ-al,R(fly)-PL,,,,,,,,,,,,,,,avar
444,444,226,,226,,sg,,,,кӀкӀарa,kːʼara,,,,,,,,,,,,,,,,avar
445,445,226,,226,,pl,aux,,,кӀкӀурби,kːʼur-bi,R(mosquito)-PL,,,,,,,,,,,,,,,avar
446,446,227,,227,,sg,,,,хӀутӀ,,,,,,,,,,,,,,,,,avar
447,447,227,,227,,pl,aux,,,хӀутӀал,,,,,,,,,,,,,,,,,avar
448,448,228,,228,,sg,,,,борoхь,boroxː,,,,,,,,,,,,,,,,avar
449,449,228,,228,,pl,aux,,,бoрхьал,borxː-al,R(snake)-PL,,,,,,,,,,,,,,,avar
450,450,229,,229,,sg,,,,кунчӀкyнчӀхӀапара,kunčʼ-kunčʼ-ħapara,R(glitter)-R(glitter)-R(bug),,,,,,,,,,,,,,,avar
451,451,229,,229,,pl,aux,,,кунчӀкyнчӀхӀапараби,kunčʼ-kunčʼ-ħapara-bi,R(glitter)-R(glitter)-R(bug)-PL,,,,,,,,,,,,,,,avar
452,452,1180,,229,,sg,,,,цӀaкунчӀ,cʼa-kunčʼ,R(fire)-R(glitter),,,,,,,,,,,,,,,avar
453,453,1180,,229,,pl,aux,,,цӀaкунчӀал,cʼakunčʼ-al,R(fire)-R(glitter)-PL,,,,,,,,,,,,,,,avar
454,454,230,,230,,sg,,,,кӀaлкӀучӀ,kʼalkʼučʼ,,,,,,,,,,,,,,,,avar
455,455,230,,230,,pl,aux,,,кӀaлкӀучӀал,kʼalkʼučʼ-al,R(butterfly)-PL,,,,,,,,,,,,,,,avar
456,456,231,,231,,sg,,,,гарцӀ,garcʼ,,,,,,,,,,,,,,,,avar
457,457,231,,231,,pl,aux,,,гарцӀал,garcʼ-al,R(grasshopper)-PL,,,,,,,,,,,,,,,avar
458,458,232,,232,,sg,,,,ЦіцӀaдалхӀама,cːʼada-l-ħama,Дождь-ГЕН-осел,,,,,,,,,,,,,,,avar
459,459,232,,232,,pl,aux,,,цӀцӀaдалхӀамул,cːʼadalħama-jal,R(snail)-PL,,,,,,,,,,,,,,,avar
460,460,233,,233,,sg,,,,къверкъ,qʼʷerqʼ,,,,,,,,,,,,,,,,avar
461,461,233,,233,,pl,aux,,,къуркъби,qʼurqʼ-bi,R(frog)-PL,,,,,,,,,,,,,,,avar
462,462,234,,234,,sg,,,,кьинч,ƛʼinč,,,,,,,,,,,,,,,,avar
463,463,234,,234,,pl,aux,,,кьинчал,ƛʼinč-al,R(lizard)-PL,,,,,,,,,,,,,,,avar
464,464,235,,235,,,,,,мyмудизе,mumud-ize,R(moo)-INF,,,,,,,,,,,,,,,avar
465,465,236,,236,,,,,,гӀедизе,,R(bleat)-INF,,,,,,,,,,,,,,,avar
466,466,237,,237,,,,,,?,?,,,,,,,,,,,,,,,,avar
467,467,238,,238,,,,,,хӀихӀидизе,ħiħid-ize,R(neigh)-INF,,,,,,,,,,,,,,,avar
468,468,239,,239,,,,,,гӀергӀедизе,ʕerʕed-ize,R(haw)-INF,,,,,,,,,,,,,,,avar
469,469,1183,,240,,,,,,мимидизе,mimid-ize,R(meaow)-INF,,,,,,,,,,,,,,,avar
470,470,1184,,241,,,,,,хӀапдeзе,ħapd-eze,R(bark)-INF,,,,,,,,,,,,,,,avar
471,471,242,,242,,,,,,гъyлгъудизе,ʁulʁud-ize,R(roar)-INF,,,,,,,,,,,,,,,avar
472,472,243,,243,,,,,,гӀавyсдизе,ʕawus-ize,R(howl)-INF,,,,,,,,,,,,,,,avar
473,473,244,,244,,,,,,гӀeгӀедизе,ʕeʕed-ize,R(crow)-INF,,,,,,,,,,,,,,,avar
474,474,245,,245,,,,,,зyзудизе,zuzud-ize,R(buzz)-INF,,,,,,,,,,,,,,,avar
475,475,246,,246,,,,,,хьирхьидизе,xːirxːid-ize,R(hiss)-INF,,,,,,,,,,,,,,,avar
476,476,247,,247,,sg,,,,черх,čerχ,,,,,,,,,,,,,,,,avar
477,477,247,,247,,pl,aux,,,чурхдyл,čurχ-dul,R(body)-PL,,,,,,,,,,,,,,,avar
478,478,248,,248,,sg,,,,хьибил,xːibil,,,,,,,,,,,,,,,,avar
479,479,248,,248,,pl,aux,,,хьалбaл,xːalb-al,R(side)-PL,,,,,,,,,,,,,,,avar
480,480,249,,249,,,,,x,къехь,qʼexː,,,,,,,,,,,,,,,"Any kind of skin, including removed skin",avar
481,481,1188,,249,,,,,,тӀом,tʼom,,,,,,,,,,,,,,,Skin on the body,avar
482,482,250,249,250,,sg,,,,къехь,qʼexː,,,,,,,,,,,,,,,"Any kind of skin, including removed skin",avar
483,483,250,249,250,,pl,aux,,,къухьдул,qʼuxː-dul,R(skin)-PL,,,,,,,,,,,,,,,avar
484,484,1487,1188,250,,sg,,,x,тӀом,tʼom,,,,,,,,,,,,,,,Skin on the body,avar
485,485,1487,1188,250,,pl,aux,,x,?,,,,,,,,,,,,,,,,,avar
486,486,251,249,251,,sg,,,,къехь,qʼexː,,,,,,,,,,,,,,,"Any kind of skin, including removed skin",avar
487,487,251,249,251,,pl,aux,,,къухьдул,qʼuxː-dul,R(skin)-PL,,,,,,,,,,,,,,,avar
488,488,1488,1188,251,,sg,,,x,тӀом,tʼom,,,,,,,,,,,,,,,Skin on the body,avar
489,489,1488,1188,251,,pl,aux,,x,?,,,,,,,,,,,,,,,,,avar
490,490,252,,252,,,,,,чахъдaл квас,čaqː-dal kʷas,sheep-GEN R(wool),,,,,,,,,,,,,,,avar
491,491,253,,253,,,,,,цӀцӀел квас,cːʼe-l kʷas,goat-GEN R(wool),,,,,,,,,,,,,,,avar
492,492,254,,254,,,,,,кар,kar,,,,,,,,,,,,,,,,avar
493,493,255,,255,,sg,,,,рас,,,,,,,,,,,,,,,,,avar
494,494,255,,255,,pl,aux,,,#,,,,,,,,,,,,,,,,,avar
495,495,257,,257,,sg,,,,мегeж,megež,,,,,,,,,,,,,,,,avar
496,496,257,,257,,pl,aux,,,мyгжул,mugž-ul,R(beard)-PL,,,,,,,,,,,,,,,avar
497,497,258,,258,,sg,,,,михъ,,,,,,,,,,,,,,,,,avar
498,498,258,,258,,pl,aux,,,михъал,miqː-al,R(moustache)-PL,,,,,,,,,,,,,,,avar
499,499,259,,259,,sg,,,,хӀелкил къам,ħelk-il qʼam,rooster-OBL.GEN R(comb),,,,,,,,,,,,,,,avar
500,500,259,,259,,pl,aux,,,хӀелкил къамал,ħelk-il qʼam-al,rooster-OBL.GEN R(comb)-PL,,,,,,,,,,,,,,,avar
501,501,260,,260,,sg,,,,чол жал,čo-l žal,horse-OBL.GEN R(mane),,,,,,,,,,,,,,,avar
502,502,260,,260,,pl,aux,,,чол жалал,čo-l žal-al,horse-OBL.GEN R(mane)-PL,,,,,,,,,,,,,,,avar
503,503,261,,261,,,,,,хӀабaтӀ,ħabatʼ,,,,,,,,,,,,,,,,avar
504,504,262,,262,,,,,,би,bi,,,,,,,,,,,,,,,,avar
505,505,263,,263,,sg,,,,бидурихь,bidurixː,,,,,,,,,,,,,,,,avar
506,506,263,,263,,pl,aux,,,бидурихьал,bidurixː-al,R(vein)-PL,,,,,,,,,,,,,,,avar
507,507,264,,264,,sg,,,,?,?,,,,,,,,,,,,,,,,avar
508,508,264,,264,,pl,aux,,,?,?,,,,,,,,,,,,,,,,avar
509,509,265,,265,,sg,,,,рищи,rišːi,,,,,,,,,,,,,,,,avar
510,510,265,,265,,pl,aux,,,рищаби,risː-bi,R(joint)-PL,,,,,,,,,,,,,,,avar
511,511,266,,266,,sg,,,,цӀил,cʼil,,,,,,,,,,,,,,,,avar
512,512,266,,266,,pl,aux,,,цӀилал,cʼil-al,R(cartilage)-PL,,,,,,,,,,,,,,,avar
513,513,267,,267,,,,,,ццин,cːin,,,,,,,,,,,,,,,,avar
514,514,268,,268,,,,,,кӀващ,,,,,,,,,,,,,,,,,avar
